y,urban,StrFamilyType,str_prov,bloque,probabilidad_pobreza,probabilidad_pobreza_noreg,Excluded
0,1,bi-parental,Brunca,3,0.05860148036981939,3.580018492317303e-05,True
0,1,bi-parental,Central,3,0.14681412338153704,0.033653915501368384,True
0,1,adultos_y_mayores,Central,1,0.10746443094160364,0.07139729026742365,True
0,1,monoparental,Central,3,0.049731011115134865,2.2075193270596807e-05,True
0,1,adultos_y_mayores,Central,2,0.03447347981542129,0.0005042940939043462,True
1,1,adultos_y_mayores,Central,2,0.21477322713176505,0.2817485567848925,False
0,1,bi-parental,Central,3,0.047966968660508216,0.04813015853817361,True
1,1,monoparental,Central,3,0.4211814850420425,0.5607553732590209,False
0,0,bi-parental,Central,1,0.3988364812042515,0.04865645738814428,False
0,0,bi-parental,Chorotega,3,0.024891942080177597,3.078639470060012e-06,True
0,1,monoparental,Huetar Norte,2,0.17451593489393544,0.1091000777097378,True
0,1,adultos_y_mayores,Central,2,0.3673001944119324,0.367414720879642,False
0,0,adultos_y_mayores,Central,2,0.055425364924769266,0.010905580470400014,True
0,1,adultos_y_mayores,Central,2,0.029791831772801775,6.012581005462655e-06,True
0,1,solo_mayores,Central,1,0.3434363757945317,0.312485531011007,False
1,1,bi-parental,Central,3,0.14275828713286304,0.011130287353496884,True
0,1,solo_mayores,Central,3,0.1127403981838702,0.09895538212802543,True
1,0,adultos_y_mayores,Huetar Atlántica,1,0.17215704564346948,0.0006122601019260392,True
1,1,monoparental,Brunca,2,0.15705597356040882,0.14738324531229036,True
0,1,bi-parental,Central,1,0.046337829935180035,0.00040041001317976747,True
0,1,adultos_y_mayores,Central,2,0.1542855791534186,0.04283769564444417,True
0,0,bi-parental,Brunca,2,0.5968017026755364,0.6551181069004053,False
1,0,bi-parental,Huetar Atlántica,2,0.3442379463667723,0.7874309144242062,False
0,1,adultos_y_mayores,Central,2,0.11144741806444518,0.04893971658387277,True
0,1,monoparental,Central,2,0.17155434973155695,3.8732747811316015e-06,True
0,1,adultos_y_mayores,Central,3,0.12244924688947816,0.01405331396151618,True
0,0,bi-parental,Central,2,0.27020159151288264,0.13120569923917855,False
0,1,adultos_y_mayores,Central,1,0.031356458499733175,2.4894370031836683e-08,True
0,1,bi-parental,Brunca,1,0.27838187253655183,0.4206610427125089,False
0,1,bi-parental,Huetar Norte,1,0.1169996546842385,0.05701003938867249,True
0,1,bi-parental,Central,3,0.1839350247398238,0.0030833322272209515,True
0,1,bi-parental,Huetar Atlántica,3,0.105288550040998,1.5529100341477718e-05,True
0,1,adultos_y_mayores,Central,3,0.07995165433292667,0.095794836902163,True
0,1,solo_mayores,Central,2,0.1961934553651089,4.1085205784775956e-05,True
1,1,solo_mayores,Central,1,0.18338154541812726,0.04888886984997642,True
1,1,adultos_y_mayores,Central,1,0.3700795657676682,0.3625433318550971,False
0,0,bi-parental,Pacífico Central,3,0.09752314319002288,0.013134893133927274,True
0,1,solo_mayores,Central,3,0.14888852714169468,0.06368704332319483,True
0,1,bi-parental,Chorotega,1,0.5509293768400981,0.4972775517343338,False
0,0,adultos_y_mayores,Central,3,0.24557741767700975,0.05442817946083288,False
0,1,adultos_y_mayores,Central,1,0.04277003390326605,0.004748948431637285,True
0,1,solo_mayores,Huetar Atlántica,1,0.2706386140917443,0.20128607824326095,False
0,1,bi-parental,Central,1,0.13775080013114094,0.018161317736505356,True
0,0,adultos_y_mayores,Central,1,0.009256263927693064,1.3762598082220351e-08,True
0,1,bi-parental,Central,2,0.3488752936344669,0.1056095848982833,False
0,1,bi-parental,Central,3,0.2385587704430771,0.02702295515256735,False
0,0,adultos_y_mayores,Central,1,0.15936112039926548,0.07024242794841408,True
0,1,bi-parental,Central,1,0.6947470173275053,0.4446284009163273,False
1,0,adultos_y_mayores,Chorotega,3,0.31353559284468185,0.4018605363215646,False
0,1,monoparental,Central,3,0.5358332820695771,0.5035059158141181,False
0,1,adultos_y_mayores,Brunca,3,0.19040603696403224,0.3102388196782277,True
0,1,adultos_y_mayores,Chorotega,3,0.18747823637205124,0.049205265247231234,True
0,0,adultos_y_mayores,Huetar Atlántica,2,0.2346540935278157,0.3608970893970163,False
0,1,adultos_y_mayores,Central,1,0.05112336252551237,0.00023294593269150161,True
0,1,bi-parental,Huetar Atlántica,2,0.03914169708941822,6.257729844540839e-07,True
0,1,adultos_y_mayores,Huetar Atlántica,1,0.2891643678377961,0.463866789618565,False
0,1,bi-parental,Central,3,0.24525240714663554,0.4509982811775177,False
0,1,adultos_y_mayores,Brunca,1,0.2279541912646243,0.07065903698544046,False
1,1,bi-parental,Central,2,0.3450127580398097,0.20863201480402374,False
0,1,monoparental,Chorotega,2,0.06312908611843464,0.0001023908555058396,True
0,0,bi-parental,Central,1,0.15940809962279354,0.049904295505216426,True
1,1,bi-parental,Central,2,0.13574463029938466,0.9173161151188961,True
0,1,adultos_y_mayores,Central,1,0.3087768554379454,0.22607369059566296,False
0,1,adultos_y_mayores,Central,1,0.2803538135995983,0.1839387450633161,False
0,0,bi-parental,Central,3,0.05388786468436063,0.005359167262358793,True
0,0,adultos_y_mayores,Central,1,0.3901838869382955,0.4462427027567637,False
0,1,bi-parental,Huetar Atlántica,1,0.3073027098692304,0.5475610740695548,False
0,1,adultos_y_mayores,Central,1,0.2372552317412424,0.03285763089467178,False
0,1,solo_mayores,Central,1,0.07774727172191544,0.07335597141725432,True
0,1,monoparental,Huetar Norte,1,0.4363975869093334,0.4999279489727354,False
1,1,bi-parental,Huetar Atlántica,3,0.240378098266476,0.5260212910861022,False
0,1,bi-parental,Central,3,0.2918662472651863,0.024635975344223973,False
0,0,adultos_y_mayores,Central,1,0.12526349950088222,0.1022523599034218,True
0,1,solo_mayores,Huetar Atlántica,3,0.13874976309762,0.5300426853656665,True
0,0,bi-parental,Central,2,0.026110609048857564,0.00039059011400388696,True
0,1,adultos_y_mayores,Central,2,0.09387624811374393,0.0066885499948882024,True
0,1,solo_mayores,Brunca,3,0.16329611315626913,0.05074924220047037,True
0,0,adultos_y_mayores,Huetar Atlántica,1,0.06631674708934783,0.02803953649658367,True
0,1,bi-parental,Central,2,0.07089977399110878,5.537295513212887e-08,True
0,0,bi-parental,Huetar Norte,1,0.6658744630571718,0.6379389512132083,False
0,1,adultos_y_mayores,Central,3,0.03707687638655911,0.0016291661063771155,True
1,1,monoparental,Huetar Atlántica,1,0.4109892366055573,0.28616432927927865,False
0,1,adultos_y_mayores,Central,3,0.22079408951375185,0.04638077165402714,False
0,1,bi-parental,Central,1,0.5458223630485358,0.4458303218923969,False
0,0,adultos_y_mayores,Brunca,2,0.18978730026154464,0.2598802409927724,True
0,0,adultos_y_mayores,Huetar Atlántica,2,0.2139083518945485,0.8249736809974988,False
1,1,bi-parental,Huetar Atlántica,2,0.41648523336599,0.8149202545898976,False
0,1,adultos_y_mayores,Pacífico Central,2,0.2805542864748657,0.1665534123827873,False
0,1,bi-parental,Central,1,0.1034936356012891,0.08008199832802332,True
1,0,solo_mayores,Huetar Norte,1,0.3681705660099083,0.2255539841886875,False
0,1,bi-parental,Central,2,0.2946609808393297,0.2325519194825013,False
0,1,adultos_y_mayores,Central,1,0.32888226455500924,0.4861556907166253,False
0,1,bi-parental,Central,3,0.28423705411024125,0.00023845317174149225,False
0,1,adultos_y_mayores,Central,2,0.04705782898694992,0.004213954333176144,True
0,1,bi-parental,Central,2,0.16900649507840732,0.0017761640697603433,True
1,1,bi-parental,Huetar Atlántica,3,0.2508898737029724,0.3964311632934721,False
0,1,bi-parental,Central,2,0.06753191600754581,0.021136083055061226,True
0,1,adultos_y_mayores,Central,3,0.0621807606733076,0.003935105100829526,True
0,1,adultos_y_mayores,Central,2,0.13564946236410913,0.4036917629158984,True
0,0,adultos_y_mayores,Central,1,0.03182023469018234,5.769721672944653e-05,True
0,0,bi-parental,Huetar Norte,3,0.5927835573969529,0.026023896623855985,False
0,1,bi-parental,Chorotega,1,0.4275227931605133,0.9010502300572932,False
1,1,adultos_y_mayores,Central,3,0.24871461290039235,0.6184381227685952,False
1,1,adultos_y_mayores,Central,3,0.1181339928407769,0.04998133944253242,True
0,0,adultos_y_mayores,Central,3,0.07583005365453085,0.01177179973068234,True
0,1,adultos_y_mayores,Central,1,0.06480388778880722,0.0057188498250894245,True
1,1,adultos_y_mayores,Central,1,0.18338931170368325,0.5094853046188496,True
0,1,bi-parental,Central,2,0.1915550677439204,0.000979718166268764,True
0,0,bi-parental,Huetar Norte,2,0.21328810295896286,9.928944040827741e-05,False
0,1,bi-parental,Chorotega,3,0.218429354835464,0.0266577606270696,False
0,0,adultos_y_mayores,Huetar Norte,1,0.2172781138268524,0.3947679962544482,False
0,1,adultos_y_mayores,Chorotega,2,0.17434211964776553,0.6049930603926379,True
0,1,bi-parental,Central,1,0.07209527964929335,4.650273965913802e-06,True
1,0,adultos_y_mayores,Pacífico Central,2,0.2795037691561352,0.12327972705208,False
0,1,monoparental,Central,1,0.18057527190217385,0.01235063640454238,True
1,0,solo_mayores,Huetar Norte,1,0.2592294294025113,0.21923380403603454,False
0,1,bi-parental,Brunca,3,0.18471902200772924,0.017741324365093018,True
0,1,adultos_y_mayores,Chorotega,2,0.2639844270862734,0.5995147717269012,False
0,0,adultos_y_mayores,Central,2,0.04251177180416008,8.764973483824695e-05,True
0,1,bi-parental,Central,3,0.03006478592366388,1.5432827362316918e-10,True
1,0,monoparental,Chorotega,2,0.4247325463880816,0.2893861939521184,False
0,1,adultos_y_mayores,Central,3,0.06354919216389557,0.00024604585298859146,True
0,1,bi-parental,Central,3,0.07384724186423595,0.0029470934098850513,True
0,1,solo_mayores,Central,1,0.1637724505799916,0.02153730282146598,True
0,1,adultos_y_mayores,Central,1,0.04385561710771728,0.0004100230271813486,True
0,0,solo_mayores,Huetar Atlántica,2,0.4316477992941705,0.4533077613394412,False
0,1,adultos_y_mayores,Pacífico Central,2,0.16288558908825831,0.07440795423168209,True
0,1,adultos_y_mayores,Central,1,0.07414325434952021,0.0010020176634822646,True
0,1,solo_mayores,Central,3,0.027066000450334204,0.0002665991045272064,True
0,0,adultos_y_mayores,Pacífico Central,3,0.3233150105562867,0.3004668895595645,False
0,1,bi-parental,Central,1,0.41975337225542203,0.7270866887125856,False
0,1,adultos_y_mayores,Central,3,0.11882889117476593,0.02606020309844717,True
0,1,solo_mayores,Huetar Norte,1,0.2363142292507284,0.21380791800462187,False
0,1,bi-parental,Central,1,0.18969306155196847,3.064259494393735e-06,True
0,0,monoparental,Central,2,0.021495700972433824,6.69548005605749e-07,True
1,1,bi-parental,Pacífico Central,2,0.6574474247693299,0.9090480745331518,False
0,1,solo_mayores,Central,3,0.039031479524668,7.322839021239345e-12,True
0,1,adultos_y_mayores,Central,1,0.042264656469171394,0.11397510653302062,True
0,1,monoparental,Brunca,2,0.2149793563612838,0.2923587447592964,False
0,1,adultos_y_mayores,Central,3,0.10099923825199862,0.07989836723735665,True
0,1,bi-parental,Central,1,0.34780230631503073,0.16359586446172314,False
0,1,adultos_y_mayores,Central,2,0.08154448576185679,0.003222930717490888,True
1,1,bi-parental,Central,2,0.3238529338193687,0.9996165320531516,False
0,1,monoparental,Central,3,0.09582639179515587,0.3438994721513773,True
0,1,adultos_y_mayores,Central,1,0.16807470209498554,0.008109619355221514,True
0,0,solo_mayores,Central,1,0.21740559891429276,0.22375041449450306,False
0,0,adultos_y_mayores,Pacífico Central,1,0.13487574430491886,0.0385257130246579,True
0,1,solo_mayores,Central,1,0.053279935157414776,0.0037521747387894134,True
0,0,bi-parental,Pacífico Central,1,0.4404749711283124,0.6099539187076249,False
0,0,adultos_y_mayores,Huetar Norte,2,0.4784040405659542,0.4851098810168454,False
0,1,bi-parental,Central,3,0.19282452302784095,0.11213550168822264,True
0,0,adultos_y_mayores,Huetar Norte,3,0.10918667003722354,0.013601599590847032,True
1,1,bi-parental,Huetar Norte,1,0.4371978605586463,0.3968432897204108,False
1,1,solo_mayores,Huetar Norte,2,0.3695224296305719,0.5716833307423755,False
0,1,bi-parental,Central,1,0.033520010762248774,0.003610549262677975,True
0,0,bi-parental,Huetar Norte,2,0.4578881108101159,0.548833185175803,False
0,1,adultos_y_mayores,Central,2,0.0634108557446197,0.005625808710441435,True
1,1,monoparental,Huetar Atlántica,2,0.6585038381309662,0.4957317511520805,False
1,0,bi-parental,Huetar Norte,1,0.4568871451371746,0.2728192391218753,False
1,1,bi-parental,Pacífico Central,1,0.2528935716456327,0.708735543027448,False
0,1,adultos_y_mayores,Central,2,0.06898489020583487,0.005655051705482674,True
0,1,adultos_y_mayores,Central,2,0.022826321620151826,1.1697265030484045e-05,True
1,0,monoparental,Huetar Norte,3,0.5828311930196343,0.9240650679256044,False
0,1,bi-parental,Central,2,0.04980506244869271,0.003011159309965438,True
0,1,adultos_y_mayores,Huetar Atlántica,1,0.1715090034622971,0.14284111712354505,True
1,0,adultos_y_mayores,Huetar Norte,2,0.495341940471405,0.03550762918578181,False
1,1,bi-parental,Central,2,0.3694135165199375,0.3043624809498377,False
1,1,adultos_y_mayores,Huetar Norte,3,0.2641502068750288,0.2356598128571925,False
0,0,bi-parental,Huetar Norte,2,0.09205245355150413,0.001168726188497097,True
0,1,bi-parental,Brunca,3,0.108202830734496,0.002864639874078357,True
1,1,monoparental,Central,2,0.09046693917521577,0.0933367427009154,True
0,0,bi-parental,Brunca,2,0.20526711314061385,0.7394134389532541,False
1,0,bi-parental,Brunca,2,0.7098105735016763,0.7622308224612346,False
0,0,adultos_y_mayores,Central,3,0.08539268262843153,0.040117297939075085,True
0,1,solo_mayores,Huetar Atlántica,2,0.21523958139169866,0.2656054372192838,False
0,1,bi-parental,Huetar Atlántica,3,0.31045724076630793,0.44428393009308986,False
1,0,monoparental,Central,1,0.3146160681121324,0.4930761583141792,False
0,0,bi-parental,Huetar Atlántica,2,0.2595498791033012,0.0005507121558241191,False
0,0,bi-parental,Central,1,0.07437002470545079,3.5981675021569755e-05,True
1,1,monoparental,Central,2,0.3790603838791584,0.40627349911937183,False
0,1,bi-parental,Brunca,3,0.2359201311702522,0.3444823438384195,False
0,1,adultos_y_mayores,Central,2,0.04008557075036368,0.0002504821900570082,True
0,1,adultos_y_mayores,Central,2,0.034603270276131304,0.00042136209245772095,True
1,1,adultos_y_mayores,Chorotega,2,0.25740160106140103,0.20496657394229295,False
0,1,bi-parental,Central,1,0.2432841986081929,0.13834457654617052,False
0,0,bi-parental,Pacífico Central,3,0.2984025589612153,0.3574938828895898,False
1,1,adultos_y_mayores,Central,2,0.2669951057479041,0.30841529226403724,False
0,1,bi-parental,Huetar Norte,1,0.05582002389759527,0.002133673940120293,True
0,1,bi-parental,Huetar Norte,2,0.4234940002953244,0.3384782102358628,False
1,1,adultos_y_mayores,Central,2,0.4213308968747057,0.7189592276728212,False
0,1,bi-parental,Brunca,1,0.2359736726385797,0.11764766912529186,False
0,1,adultos_y_mayores,Central,1,0.0830448796845486,0.27284834476192793,True
0,1,adultos_y_mayores,Central,1,0.14903341593833075,0.018029523361020358,True
0,1,adultos_y_mayores,Central,3,0.14499159388334346,0.06279861862354216,True
0,1,bi-parental,Central,1,0.17067203626169358,0.0007383565191682289,True
0,1,adultos_y_mayores,Central,1,0.16004270759935185,0.033306360378383304,True
1,0,monoparental,Chorotega,2,0.4984086132475327,0.5082593952764426,False
0,1,bi-parental,Central,3,0.02488823676577951,3.7942411454924505e-07,True
0,0,solo_mayores,Brunca,2,0.3982280343846383,0.10140492979053184,False
0,1,adultos_y_mayores,Huetar Atlántica,3,0.050891971353495095,8.84941992146385e-12,True
0,1,bi-parental,Central,2,0.3474826012279333,0.1549451790775183,False
0,0,adultos_y_mayores,Brunca,2,0.0910436746906578,0.0470271643959397,True
1,1,adultos_y_mayores,Chorotega,2,0.18043029682773296,0.04967811637920813,True
0,1,solo_mayores,Central,3,0.14798183969493212,0.0006451056249723657,True
0,1,bi-parental,Central,1,0.04154630601965068,0.00010321145603925252,True
1,0,bi-parental,Huetar Norte,2,0.2479439314106772,0.0002462378117764474,False
0,1,adultos_y_mayores,Central,3,0.2173023268923279,0.30173288136347665,False
0,0,adultos_y_mayores,Huetar Atlántica,3,0.1530461552737205,0.055269213641244236,True
0,1,adultos_y_mayores,Central,2,0.1718727220238374,0.10203915829960276,True
0,1,bi-parental,Central,2,0.13783837698733228,0.0010490427550027296,True
0,1,monoparental,Huetar Atlántica,2,0.10523946679506538,0.00029671674606757034,True
0,1,adultos_y_mayores,Huetar Atlántica,2,0.2783667751551349,0.02535471000501493,False
0,0,adultos_y_mayores,Central,2,0.2893729498491182,0.1943291605172663,False
0,1,bi-parental,Central,1,0.0271228979192332,0.0235071690851364,True
0,1,adultos_y_mayores,Chorotega,1,0.13952923661935998,0.11213441095131413,True
0,1,bi-parental,Central,1,0.105720454490952,0.0021643902419597725,True
0,1,solo_mayores,Central,3,0.05216509430514185,5.1096428297643736e-05,True
0,0,adultos_y_mayores,Central,1,0.19148650546723045,0.4405367866491193,True
0,1,bi-parental,Central,1,0.41508434828555785,0.2702918937299694,False
0,1,adultos_y_mayores,Central,3,0.07342719130826726,0.005018138908039146,True
1,0,bi-parental,Brunca,3,0.25214363026823233,0.12670956927898305,False
0,1,solo_mayores,Huetar Norte,3,0.44919702934465294,0.5396289564083521,False
1,0,monoparental,Central,3,0.6578796189945173,0.8318951063840979,False
1,0,bi-parental,Brunca,1,0.15359394403400128,0.2498171942706359,True
0,1,monoparental,Central,1,0.2763144049045277,0.0017907026564559227,False
0,0,bi-parental,Central,3,0.17220759808407546,0.051362759638164,True
0,1,bi-parental,Central,1,0.08919261110995053,0.014123374226199826,True
0,1,adultos_y_mayores,Chorotega,2,0.09227067451191276,0.14128270139966376,True
0,1,adultos_y_mayores,Central,3,0.19208265571454133,0.0951075585798083,True
0,0,adultos_y_mayores,Central,3,0.40571904212498,0.5304621910127629,False
0,1,adultos_y_mayores,Central,3,0.11227713580395338,0.009417875977270715,True
0,1,monoparental,Huetar Atlántica,2,0.1735753865346537,0.11679939322658675,True
0,1,adultos_y_mayores,Central,2,0.10566053142140884,0.06013328474221325,True
0,1,bi-parental,Central,1,0.048721863038192655,0.02125482801906655,True
0,0,adultos_y_mayores,Central,1,0.2860301966066605,0.16120440029010186,False
1,1,bi-parental,Pacífico Central,3,0.1934691619606359,0.17820094979007295,True
0,0,adultos_y_mayores,Brunca,3,0.3306919465529532,0.06375308834312192,False
0,1,adultos_y_mayores,Central,3,0.2155586127474895,0.23998614509709856,False
1,1,adultos_y_mayores,Central,1,0.2710832079967994,0.2830397945265125,False
0,1,adultos_y_mayores,Chorotega,1,0.02817866900589088,0.00010597107913803741,True
1,0,bi-parental,Chorotega,2,0.4774284737471861,0.3772545485902333,False
0,1,bi-parental,Central,3,0.22454131075304248,0.0026099200866035893,False
0,0,adultos_y_mayores,Central,1,0.0965989141345984,0.0027556637243027443,True
0,1,bi-parental,Central,1,0.2937472105790656,0.04926125177287947,False
0,1,bi-parental,Central,3,0.06835507600508509,0.1841169490329754,True
0,0,adultos_y_mayores,Central,2,0.06369408721150813,1.678096589343849e-05,True
0,0,solo_mayores,Pacífico Central,3,0.5074698889607975,0.5684960188160967,False
0,0,bi-parental,Central,3,0.10743494823807226,0.00486670474970763,True
0,1,bi-parental,Central,3,0.14595221030854585,0.1017977071194213,True
1,1,bi-parental,Central,2,0.2149618958592923,0.02058707487850519,False
0,0,bi-parental,Central,2,0.3162468745919336,0.06310106554584695,False
0,1,adultos_y_mayores,Central,3,0.042238598631869205,9.135020228389386e-05,True
0,0,bi-parental,Chorotega,1,0.3374586705118356,0.1575939845846467,False
1,1,bi-parental,Central,1,0.19233096080249112,0.08058294435196288,True
0,1,bi-parental,Huetar Atlántica,1,0.11246098040459483,0.08693526738632631,True
0,1,adultos_y_mayores,Chorotega,1,0.10340239773223417,0.02504433243592276,True
0,0,monoparental,Central,2,0.16465038622852765,0.22981272670985156,True
0,0,adultos_y_mayores,Pacífico Central,2,0.16307385691231274,0.01632457044488312,True
0,1,monoparental,Central,2,0.39999491091730976,0.15308739195152393,False
1,1,bi-parental,Pacífico Central,2,0.5770702261143801,0.8640241268944511,False
0,1,bi-parental,Central,3,0.22437497231055376,0.05493342619006012,False
0,1,bi-parental,Central,1,0.2825694398924604,0.12038242994838713,False
0,1,adultos_y_mayores,Brunca,3,0.17485953291993558,0.16759587533288986,True
0,1,adultos_y_mayores,Central,1,0.10824471295409932,0.0013814609591849064,True
0,0,solo_mayores,Huetar Norte,2,0.24185891770434625,0.11616232798415148,False
1,1,solo_mayores,Pacífico Central,3,0.3961853615202385,0.15741218092441325,False
0,1,solo_mayores,Chorotega,1,0.097591538362985,0.004966939871255844,True
0,0,adultos_y_mayores,Chorotega,2,0.1125265067800524,0.019083118090293,True
0,1,bi-parental,Central,3,0.08442401697930423,0.026667791305665885,True
0,1,bi-parental,Central,1,0.06169937906874527,0.00012539707240516923,True
0,1,adultos_y_mayores,Central,1,0.04092644379053685,0.0013738712527841,True
0,1,adultos_y_mayores,Central,3,0.020785648769488286,3.841758040495907e-05,True
1,0,adultos_y_mayores,Central,3,0.2586851257156432,0.13793407115843662,False
0,0,adultos_y_mayores,Central,2,0.2218290934763056,0.2833967622708005,False
0,1,adultos_y_mayores,Huetar Atlántica,1,0.24773174529745534,0.3993080490360661,False
0,1,adultos_y_mayores,Central,2,0.12928852178132902,1.469302584074506e-06,True
1,1,bi-parental,Huetar Atlántica,1,0.08465743987940154,0.040719058814973584,True
0,1,bi-parental,Huetar Atlántica,1,0.6449242489852237,0.489177166837876,False
0,1,adultos_y_mayores,Central,1,0.014969710091968468,2.0701007776810453e-09,True
0,1,adultos_y_mayores,Central,1,0.06119040720232932,0.014402212782764781,True
0,0,bi-parental,Brunca,3,0.4231771960948959,0.3122116619362684,False
1,1,monoparental,Pacífico Central,3,0.6583013662362351,0.999960703882873,False
0,0,bi-parental,Huetar Norte,2,0.4023585931356973,0.3154916065905036,False
0,1,adultos_y_mayores,Central,1,0.05309277829684012,0.007707274449991928,True
1,1,bi-parental,Central,1,0.7747516694952706,0.9922734896351912,False
0,1,adultos_y_mayores,Central,3,0.021239420871058592,3.762036381708259e-09,True
0,1,bi-parental,Central,2,0.03782836726299292,8.587650072241533e-10,True
1,0,adultos_y_mayores,Central,1,0.05499105844678255,0.01308879003707395,True
1,1,bi-parental,Central,2,0.14887058990167915,0.009820795353159628,True
0,1,bi-parental,Central,3,0.0795340989669445,0.017680796803319722,True
0,0,solo_mayores,Brunca,1,0.13940226597082295,0.2133044180149981,True
1,1,bi-parental,Huetar Atlántica,1,0.7531682065747933,0.9526471554294014,False
0,1,adultos_y_mayores,Brunca,3,0.05109668567956953,0.0005935987077347434,True
0,1,bi-parental,Central,3,0.09674753013615672,0.15071854917534855,True
0,1,bi-parental,Central,2,0.05667624388987244,9.287129914239881e-06,True
0,1,adultos_y_mayores,Central,3,0.031258897432785065,2.631992242326113e-05,True
0,1,bi-parental,Huetar Norte,1,0.23614615381447596,0.24401353825932756,False
0,0,adultos_y_mayores,Brunca,2,0.2411194979035748,0.08104249056889487,False
0,0,adultos_y_mayores,Huetar Norte,2,0.22375635866103336,0.042472372450254745,False
0,1,bi-parental,Central,3,0.10851798853176273,0.10182156848548994,True
0,1,monoparental,Huetar Atlántica,3,0.05192576568404659,0.002395535702558416,True
0,1,solo_mayores,Central,1,0.16766802549868354,0.1097051058164676,True
0,1,adultos_y_mayores,Central,3,0.11033407281951343,0.08678225172039401,True
0,1,bi-parental,Central,2,0.30711826847741963,0.20966847428320515,False
0,0,solo_mayores,Huetar Norte,3,0.20934775029535,0.050795703165651164,False
1,1,bi-parental,Brunca,3,0.4177553435913451,0.4309944294944452,False
0,0,adultos_y_mayores,Huetar Norte,2,0.11823656301981145,0.1628527862502872,True
0,0,adultos_y_mayores,Central,1,0.09410152506692697,0.02609815232993776,True
0,1,solo_mayores,Brunca,1,0.1965313934099296,0.4287600098389032,True
0,0,solo_mayores,Huetar Atlántica,2,0.4129605642409241,0.16663211905865533,False
0,0,adultos_y_mayores,Central,3,0.083911229060023,0.12395553770978965,True
0,0,adultos_y_mayores,Central,1,0.12471419206244785,0.06666201057096577,True
0,1,bi-parental,Huetar Norte,1,0.410105921957927,0.32128478635730057,False
1,1,monoparental,Chorotega,3,0.7165986713173348,0.9839967706075556,False
0,0,bi-parental,Central,3,0.17127949531458808,0.2708807488797385,True
1,1,adultos_y_mayores,Central,1,0.2848747101891331,0.1948291353569518,False
0,0,bi-parental,Huetar Norte,3,0.5771747885952138,0.9974498066278552,False
0,1,adultos_y_mayores,Central,1,0.10555989127279017,0.03776911888638211,True
0,1,bi-parental,Central,2,0.11273066239083138,0.0051752415195823786,True
1,0,monoparental,Brunca,3,0.3097643737030677,0.6001225676501521,False
0,1,bi-parental,Huetar Atlántica,1,0.13481933563241802,0.08856373600620927,True
0,1,monoparental,Pacífico Central,1,0.2576361688911488,0.4303387597893319,False
0,1,bi-parental,Central,1,0.3249042979851181,0.7731477067831952,False
0,1,adultos_y_mayores,Central,2,0.23763633304326964,0.20430543997076375,False
0,1,adultos_y_mayores,Central,2,0.04746919636462426,2.5091148720887257e-05,True
0,1,bi-parental,Pacífico Central,1,0.28473591057637043,0.18006268289069355,False
1,0,bi-parental,Huetar Atlántica,2,0.8119567617886432,0.9473217777031008,False
0,1,solo_mayores,Huetar Norte,2,0.04240711448427152,0.008729114988221013,True
1,1,bi-parental,Central,2,0.13067558197525608,0.021997571432469675,True
1,1,bi-parental,Central,1,0.2515836898516389,0.4460675785939745,False
0,1,bi-parental,Central,3,0.18003382570035134,0.014308072657270715,True
0,1,adultos_y_mayores,Pacífico Central,1,0.058288399546878374,0.02407758999441906,True
1,1,solo_mayores,Central,2,0.28588742029296016,0.4639279988528168,False
0,1,adultos_y_mayores,Pacífico Central,3,0.2669520892470998,0.26196213160986825,False
0,0,bi-parental,Central,3,0.4341147918185983,0.3747793593098705,False
0,1,adultos_y_mayores,Brunca,1,0.09513284397153317,0.003245002838483958,True
0,0,solo_mayores,Central,1,0.3207304856395549,0.06139364770006011,False
0,1,adultos_y_mayores,Central,2,0.05857358457163736,0.0007391739702762722,True
1,1,bi-parental,Central,2,0.28948450581070995,0.15075174469789782,False
1,1,monoparental,Central,1,0.3822474472816596,0.11096614862220253,False
0,1,solo_mayores,Central,3,0.192736737389267,0.07685928587527148,True
0,1,adultos_y_mayores,Chorotega,2,0.11026052795315212,0.041590413303906434,True
1,0,adultos_y_mayores,Huetar Atlántica,1,0.47138821808829606,0.2762620666008027,False
0,1,adultos_y_mayores,Central,3,0.21638251422444613,0.06635599797783827,False
0,0,solo_mayores,Central,3,0.337981312932744,0.057589526767495125,False
1,0,bi-parental,Huetar Norte,2,0.3037867201726382,0.0005191048646270476,False
0,1,bi-parental,Central,2,0.1921130325240724,0.4089372102265931,True
0,1,adultos_y_mayores,Central,3,0.1517192252878197,0.6987691493425504,True
0,1,solo_mayores,Central,2,0.2021220586077188,0.2479463249506763,False
0,1,adultos_y_mayores,Central,2,0.2393457828752275,0.10178933009619176,False
0,1,bi-parental,Central,3,0.1625161135728956,0.22634851736294545,True
0,0,adultos_y_mayores,Huetar Norte,2,0.3982280343846383,0.12320049564036198,False
0,1,adultos_y_mayores,Central,2,0.07371911908852921,0.00037198723438058417,True
0,1,bi-parental,Central,1,0.051306856906649816,0.0014281034945905714,True
0,0,adultos_y_mayores,Brunca,3,0.0750646895681159,0.2870666527829364,True
0,0,adultos_y_mayores,Huetar Norte,2,0.24718910572782946,0.1361181724841466,False
1,0,bi-parental,Huetar Norte,2,0.6507375592935507,0.0016494025131454412,False
0,0,bi-parental,Central,2,0.42826001184971385,0.07352330176991335,False
0,1,adultos_y_mayores,Central,3,0.08510607604429167,0.010488983366633843,True
